ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	accession
map01230	Biosynthesis of amino acids	105/890	238/13584	0.4411764705882353	6.733641771315268	23.62855049219006	2.0614544404470412e-61	4.906261568263958e-59	3.4936227885470913e-59	K00265/K01958/K01681/K01657/K00549/K00031/K00615/K01687/K01652/K01649/K01624/K00058/K01752/K00266/K01586/K01703/K00134/K01940/K00873/K01915/K01755/K01733/K00800/K01626/K00013/K00003/K12524/K01647/K00147/K00600/K00928/K00821/K01689/K01696/K00812/K01754/K01736/K00927/K01803/K14260/K00641/K14267/K01739/K05827/K00789/K14155/K00817/K00620/K04517/K01735/K13829/K00831/K00826/K00616/K00145/K00133/K01439/K01620/K01738/K00766/K00052/K01697/K00948/K21071/K01714/K00872/K04518/K00611/K00930/K00014/K01778/K00765/K02502/K05602/K00286/K01476/K02500/K01695/K00931/K01609/K00215/K01814/K01817/K01834/K01783/K01079/K02501/K00053/K01089/K01693/K01704/K00640/K15634/K01243/K00891/K00674/K01653/K00619/K01808/K07173/K03786/K01496/K11755/K04092/K01523	105	GCA_018268515.1
map01240	Biosynthesis of cofactors	104/890	375/13584	0.2773333333333333	4.232916853932584	16.81004228017096	1.2666687252558125e-38	1.5073357830544168e-36	1.0733350777167674e-36	K01955/K01665/K03342/K13950/K00941/K14153/K00278/K03147/K02551/K01937/K00231/K00767/K00128/K01885/K00382/K03153/K01756/K03517/K11754/K02492/K00763/K09458/K01465/K00103/K01845/K00012/K00600/K02858/K14652/K01939/K20810/K02552/K01556/K03750/K01956/K13038/K00789/K01772/K04487/K01809/K01719/K01911/K02549/K00831/K00826/K11752/K01749/K01599/K03639/K03800/K00946/K00226/K00254/K00609/K02259/K03644/K01698/K02548/K11753/K00867/K02257/K00858/K00796/K06215/K00963/K01491/K02619/K00606/K02302/K02303/K01591/K00453/K00878/K00868/K01918/K03183/K01916/K13542/K00950/K01633/K00059/K03149/K09903/K01661/K01495/K01579/K00793/K08281/K03801/K00859/K08681/K00939/K06897/K00275/K00969/K00762/K13940/K05979/K00954/K03635/K00794/K03637/K00940/K02226	104	GCA_018268515.1
map01200	Carbon metabolism	74/890	365/13584	0.20273972602739726	3.0944004925350166	10.739905720430313	8.757343015213115e-19	6.947492125402404e-17	4.9471306156116195e-17	K01958/K00164/K01616/K00281/K00283/K01681/K00163/K01595/K00031/K01638/K01782/K13788/K00615/K11263/K00232/K01895/K00239/K01624/K00658/K01810/K01637/K01966/K00627/K00058/K00036/K00140/K01752/K00033/K00134/K00382/K00873/K00027/K01679/K01647/K00600/K01689/K01754/K00927/K01803/K00626/K00925/K00161/K01903/K00248/K00845/K07404/K00605/K00831/K00616/K01738/K00162/K00948/K21071/K00863/K00024/K02446/K00297/K00074/K01902/K01491/K01057/K00240/K00886/K01834/K01783/K01715/K01079/K00640/K15634/K00851/K01808/K00242/K00241/K02437	74	GCA_018268515.1
map01232	Nucleotide metabolism	36/890	123/13584	0.2926829268292683	4.4671964921896405	10.22788779294101	7.83931420157744e-15	4.664391949938576e-13	3.3213936485630735e-13	K01081/K13482/K00525/K01937/K01951/K13481/K00088/K01129/K01756/K00756/K00758/K01939/K01488/K06966/K00526/K01239/K01250/K10213/K00760/K03783/K02566/K00942/K09903/K00945/K06287/K00761/K00943/K00939/K02825/K00759/K01487/K01520/K01485/K00940/K01489/K01494	36	GCA_018268515.1
map03010	Ribosome	38/890	143/13584	0.26573426573426573	4.055881197454231	9.727075821465155	4.387552303463907e-14	2.08847489644882e-12	1.4871493070688193e-12	K02967/K02863/K02926/K02986/K02897/K02952/K02945/K02906/K02879/K02864/K02996/K02992/K02939/K02867/K02959/K02871/K02887/K02935/K02950/K02990/K02884/K02888/K02946/K02954/K02892/K02956/K02968/K02899/K02909/K02963/K02902/K02911/K02948/K02916/K02913/K02914/K02876/K02919	38	GCA_018268515.1
map00230	Purine metabolism	48/890	220/13584	0.21818181818181817	3.3300919305413683	9.225921806388783	7.644006491119571e-14	3.032122574810763e-12	2.1590965702986863e-12	K01081/K13482/K00951/K01139/K00525/K01119/K01835/K00602/K01951/K13481/K00764/K00088/K01129/K01756/K00956/K01939/K01945/K11788/K01933/K01589/K01488/K06966/K00948/K00526/K01239/K01524/K00760/K01952/K03651/K01923/K00365/K03783/K02566/K14977/K00942/K16841/K07816/K00939/K01515/K11175/K19710/K00759/K01588/K01487/K07127/K16840/K00940/K00957	48	GCA_018268515.1
map00240	Pyrimidine metabolism	32/890	111/13584	0.2882882882882883	4.400121469784391	9.523955855275371	3.933322431237289e-13	1.3373296266206783e-11	9.522780622995544e-12	K01081/K01955/K00525/K01119/K01937/K01465/K00756/K00758/K01956/K06966/K00226/K00254/K00609/K00526/K01250/K10213/K16329/K01591/K02566/K09903/K00945/K06287/K00761/K00943/K00762/K02825/K01520/K01485/K09019/K00940/K01489/K01494	32	GCA_018268515.1
map00260	Glycine, serine and threonine metabolism	30/890	109/13584	0.27522935779816515	4.200804040820534	8.883856920208414	7.954984359736836e-12	2.3666078470217085e-10	1.6852006341021458e-10	K00281/K00283/K00276/K00058/K00108/K01752/K00382/K00274/K01733/K00865/K00003/K12524/K00600/K00928/K01696/K01754/K00639/K00605/K00831/K00133/K01620/K01697/K00060/K00872/K01695/K01834/K00130/K01079/K15634/K02437	30	GCA_018268515.1
map00970	Aminoacyl-tRNA biosynthesis	23/890	66/13584	0.3484848484848485	5.318896833503575	9.312840898208554	1.0537250991214912e-11	2.7865174843434987e-10	1.9842074965913462e-10	K01870/K01872/K01873/K01869/K01890/K01868/K01876/K01881/K01887/K01874/K04567/K02434/K02433/K01885/K01883/K01880/K01892/K01875/K01866/K01889/K01867/K00604/K02435	23	GCA_018268515.1
map00340	Histidine metabolism	19/890	47/13584	0.40425531914893614	6.170117140808032	9.40116563360777	3.247082532821875e-11	7.728056428116063e-10	5.502950397729704e-10	K01712/K01745/K00128/K00274/K00013/K00817/K01479/K00765/K02502/K05602/K02500/K01814/K02501/K01089/K01693/K01496/K11755/K01468/K01523	19	GCA_018268515.1
