ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	accession
map01230	Biosynthesis of amino acids	112/1485	238/13584	0.47058823529411764	4.304693998811645	18.01899268043853	9.925614755784208e-46	2.4019987708997783e-43	1.6925785162495176e-43	K00265/K00548/K01682/K01681/K12524/K12525/K00549/K16370/K00615/K01687/K01953/K01652/K01649/K01657/K13503/K01754/K00053/K01915/K00873/K00836/K01752/K13498/K00928/K14682/K00013/K01689/K01733/K00800/K01647/K01586/K00600/K00031/K00058/K01703/K00821/K01940/K14260/K00832/K01760/K01696/K01738/K14170/K01438/K00927/K01739/K00789/K04517/K14187/K00133/K00931/K00052/K01736/K00831/K01626/K01089/K01693/K00134/K00145/K01620/K00766/K13497/K00850/K01079/K01735/K14155/K00616/K00948/K00872/K00651/K00826/K01714/K00765/K12339/K00813/K03785/K01439/K01624/K00640/K00215/K01695/K00611/K09065/K00147/K00930/K22478/K01663/K02500/K00286/K01803/K01834/K00817/K01814/K01778/K01243/K01783/K01807/K15634/K11755/K02501/K01658/K00891/K01755/K14681/K07173/K11645/K01653/K01808/K00674/K03786/K00014/K01704/K11258	112	GCA_018842655.1
map01240	Biosynthesis of cofactors	129/1485	375/13584	0.344	3.146731313131313	14.768782467456802	7.553255768849268e-35	9.139439480307615e-33	6.440144392387271e-33	K01955/K02302/K02303/K02304/K03147/K00457/K13038/K01937/K01919/K03182/K00128/K03151/K00382/K01885/K02495/K01756/K01665/K00012/K02492/K01939/K00833/K11754/K00600/K09458/K03750/K00647/K18800/K03185/K01809/K03184/K04487/K01845/K00652/K00789/K02496/K13543/K01498/K11752/K03473/K00831/K03517/K01465/K01956/K01012/K03472/K00254/K08679/K03639/K01698/K00946/K03644/K01772/K00867/K01920/K00609/K01599/K00826/K11753/K00077/K03153/K00767/K00963/K02257/K03179/K01491/K00868/K00278/K00796/K01916/K20861/K02619/K00941/K00208/K03183/K02170/K02169/K00059/K01719/K01749/K03474/K09903/K01591/K20862/K01935/K01495/K02858/K14652/K00793/K00969/K00939/K00762/K00788/K14153/K00859/K08281/K00763/K03809/K01497/K19221/K03831/K01664/K03186/K00275/K00228/K00858/K01918/K03638/K00568/K03637/K00287/K00954/K00794/K00610/K02372/K03635/K00940/K08310/K00606/K00230/K19222/K00878/K03801/K01579/K03181/K01633/K01737/K00097/K03149/K00950	129	GCA_018842655.1
map02040	Flagellar assembly	44/1485	55/13584	0.8	7.317979797979798	16.447998892086225	1.0152509302233524e-32	8.189690837135044e-31	5.770900024427476e-31	K02400/K03086/K02409/K02396/K02406/K02407/K02414/K02390/K02394/K02416/K02410/K02412/K02397/K02557/K02395/K03092/K02556/K02421/K02392/K02401/K02391/K02405/K02393/K02424/K02411/K02389/K02386/K02402/K02399/K02425/K02415/K02413/K02419/K02387/K02422/K02417/K02388/K02418/K03516/K02423/K02403/K02398/K02420/K02408	44	GCA_018842655.1
map02026	Biofilm formation - Escherichia coli	38/1485	61/13584	0.6229508196721312	5.698426891869515	12.884489201529576	5.787094582040714e-22	3.501192222134632e-20	2.4671297955015676e-20	K07677/K07676/K07687/K07678/K00688/K05851/K00694/K14051/K21090/K07648/K07638/K21084/K01991/K00703/K03087/K11531/K03566/K04761/K18968/K21087/K02405/K07659/K07773/K07782/K00975/K07689/K07781/K10914/K03567/K02402/K07173/K21086/K02425/K02777/K06204/K02403/K02398/K03563	38	GCA_018842655.1
map01232	Nucleotide metabolism	50/1485	123/13584	0.4065040650406504	3.718485669705182	10.610290640414787	1.2027896155306667e-17	5.821501739168427e-16	4.102145636125642e-16	K11177/K00525/K11751/K01937/K00088/K13482/K01241/K01756/K01951/K01939/K01485/K00758/K13481/K00892/K00364/K01488/K00526/K01487/K21636/K01489/K11178/K00560/K04765/K03783/K00757/K01129/K02566/K09903/K05810/K03784/K06966/K13483/K08723/K00945/K00942/K03787/K20881/K00939/K00876/K00761/K00857/K08722/K06287/K00759/K00760/K01494/K00769/K00940/K09913/K07043	50	GCA_018842655.1
map02020	Two-component system	118/1485	499/13584	0.23647294589178355	2.1631303010060523	9.2742354618936	1.2422902621800107e-16	5.0105707241260434e-15	3.530719692511609e-15	K07789/K07677/K07788/K00244/K00990/K07676/K07687/K07678/K08348/K16692/K03407/K19611/K03406/K05874/K05875/K05876/K07673/K07674/K07701/K11614/K18324/K03776/K07648/K07679/K12340/K01915/K02406/K00027/K07711/K07642/K00425/K04771/K07712/K18326/K07796/K07645/K07649/K07165/K07640/K07638/K07636/K07783/K11103/K00626/K07639/K00426/K01791/K09475/K09476/K10002/K01546/K07799/K07643/K07646/K01991/K07708/K03412/K02040/K01547/K07795/K03415/K07793/K02313/K08349/K07715/K03092/K02556/K00575/K13816/K10004/K07644/K07637/K10003/K07661/K07705/K02405/K07659/K07773/K07782/K19666/K07664/K07662/K19610/K07657/K07660/K07771/K07667/K07666/K07689/K02472/K01425/K08350/K07781/K10914/K07685/K13061/K01467/K10001/K03532/K02402/K01548/K07774/K03408/K07804/K02650/K07794/K07703/K11615/K07688/K07690/K06080/K02403/K04751/K11231/K03413/K02398/K03563/K00424	118	GCA_018842655.1
map03010	Ribosome	53/1485	143/13584	0.3706293706293706	3.390322808504627	10.066885350093646	1.5077285434771637e-16	5.21243296459248e-15	3.6729627675684285e-15	K02945/K02967/K02863/K02982/K02906/K02986/K02931/K02933/K02988/K02864/K02992/K02939/K02876/K02871/K02867/K02886/K02878/K02990/K02996/K02948/K02879/K02874/K02935/K02926/K02952/K02881/K02884/K02890/K02895/K02888/K02946/K02954/K02909/K02994/K02897/K02965/K02956/K02968/K02959/K02892/K02899/K02961/K02902/K02963/K02970/K02950/K02916/K02904/K02907/K02911/K02913/K02914/K02919	53	GCA_018842655.1
map02030	Bacterial chemotaxis	21/1485	26/13584	0.8076923076923077	7.388344988344989	11.422562925617683	2.1865001203574277e-16	6.614162864081219e-15	4.660697624972412e-15	K03407/K03406/K05874/K05875/K05876/K12368/K03776/K10108/K03412/K02416/K02410/K03415/K02557/K10439/K02556/K00575/K10540/K03414/K03408/K02417/K03413	21	GCA_018842655.1
map00230	Purine metabolism	67/1485	220/13584	0.30454545454545456	2.785821854912764	9.35551241227213	1.6865802454572433e-15	4.535026882229477e-14	3.1956257282347766e-14	K01952/K05851/K11177/K00525/K00951/K01139/K11751/K01119/K00602/K00088/K13482/K01524/K00764/K01241/K00956/K01835/K01756/K01951/K01939/K01945/K13713/K16839/K01933/K13481/K01589/K00892/K00364/K01488/K00526/K00948/K01487/K21636/K11178/K03651/K08289/K04765/K03783/K02083/K01129/K02566/K05810/K03784/K01923/K06966/K13483/K00942/K03787/K20881/K00939/K11175/K00839/K16841/K08722/K16842/K00860/K00759/K01515/K00760/K08312/K01588/K01525/K16840/K00769/K00940/K07127/K01839/K09913	67	GCA_018842655.1
map01200	Carbon metabolism	93/1485	365/13584	0.2547945205479452	2.3307264425072645	9.028638331969207	1.9054616366468234e-15	4.6112171606853124e-14	3.2493135277556354e-14	K00281/K00283/K00244/K01682/K01681/K00163/K00123/K03737/K01782/K01825/K13788/K00164/K16370/K00615/K01895/K01595/K00239/K00116/K01810/K01007/K01610/K03781/K01754/K00036/K00027/K00029/K00873/K00382/K00033/K01679/K00627/K01752/K01961/K01689/K01647/K00261/K00863/K00600/K00031/K00058/K00658/K00845/K00626/K00925/K01676/K01738/K01903/K00927/K00831/K00140/K00121/K00134/K02446/K03841/K07404/K00850/K01079/K01638/K01962/K00616/K00874/K00948/K00024/K00018/K01963/K01637/K00124/K01902/K01491/K01624/K01070/K00640/K00855/K01803/K01834/K00034/K00240/K01783/K01807/K15634/K00127/K00297/K00605/K11263/K00851/K01625/K11645/K01808/K02160/K15918/K02437/K00241/K00242	93	GCA_018842655.1
